レス番号,内容,感情スコア
11,そうだけど 向こうの人達には刺さったんだろな周囲の東南アジア諸国に対するマウントとかの意味合いも含めて,-4
12,毎回日本相手には秘策があるとか言って負けていく監督のイメージ,0
13,ど反日らしいしな そう言うしかない,-3
14,つか今の成績で駄目なの インドネシアのポジションとしては結果出してる方だと思ってたが,-3
15,三菱電機カップでの予選敗退が理由かな,-1
16,帰化させまくって毎回ゼロからチーム作りしてるようなもんで頑張った方だわな 代表で毎回新しい選手追加して使え使え言われんだから,-4
17,やたら日本に敵意むき出しにしてた人か まずまず結果出してたと思ったけど,1
18,母国に勝ったのに準決三決大陸間プレーオフと三連敗して五輪出場権逃したのは最高に笑えた 韓国の五輪連続出場記録も途絶えさせてくれて最高の監督だったわw,-4
19,東南アジア選手権(三菱電機カップ)負けたけどワールドカップ予選が本命だから慌て過ぎな気がするな 逆にテヨンはいざとなったら母国代表監督のチャンスが 前回は暫定的だったけどミョンボが成績落としたらすぐすげ替えられそうw,-1
20,日本は勝利をくれる自動販売機とかほざいといて 浅野ガチャ引き当てて逆転負けした監督w,-3
21,帰化させ過ぎてインドネシア代表(オランダ2軍)だろ こんな帰化させてたら次代育たないんじゃねえの,4
22,ルーツマジックで金続く限りずっとオランダから供給できるからw,-4
23,監督が変わっても強くはならないだろうな それより帰化選手だけでやってるような代表だと積み上げがないからいつまで経っても強くなれないと思うんだけどねえ これからも帰化選手中心でやるつもりなのかな,-3
24,韓国代表監督の時はドイツ破ったりしてるからこの人一応結果は出てるけどな ワールドカップ予選はオージーサウジバーレーン中国と横一列に並んでてどうにかしたいのは分かるけど時期早々じゃね この最終予選で勝点6は立派だけどな,-4
25,オランダ人やろなぁ 暇そうな有名どころはファンバステンかクライファートとかか まさかのファンハールやヒディンクは無いかw,-4
26,毎試合積み上げと継続性ゼロの突貫急造チームを率いるというとんでもない足かせあった割りに粘った方じゃないの あんなチーム誰であっても結果なんか出せないだろ,4
27,このまま帰化戦略を取り続けるならヨーロッパ式のサッカーが望ましいってとこかな,-4
28,この判断は失敗するかもな インドネシアは現状に対する自己評価が高すぎるんじゃないの,4
29,タイとベトナムの決勝ハイライトみたけどひでぇ低質な争いだったけどな インドネシアここも駄目だったんだ,4
30,E1みたいな大会で帰化人軍団がいなかったからだろ,-3
31,実質u21代表だったからな それで負けてもサポがうるさいのがインドネシアらしいが,-4
32,何の自信があってその戦力で出場したのかw 余裕ぶっこいてたなら監督の責任だわな,0
33,ASEANの連中に負けたのが決定打かね A代表はW杯3次予選に進んでるのにASEANで予選敗退だもんなぁ インドネシアの国内組だとそんなもんだろと思うがね ちとシンテヨンかわいそう,-1
34,オランダ偏重はエリック・トヒルの既定路線だったからなあ そりゃ監督もとなるのは何ら不自然じゃない気がする 決まるのか知らね,0
35,次の試合までの期間も少しあるし変えるならこのタイミングだと思ったんだろう,-4
36,シン・テヨンクビなったんかな 三菱カップのせいか,-4
37,シンテヨン解任とかアホすぎるw,4
38,インドネシアは監督の采配とかあんま関係なくて帰化選手の個人能力頼みだからまあ,-2
39,インドネシアのシン・テヨンが解任されたらしい三菱カップで惨敗したからだが監督をオランダ人に変えたいのが本当の理由だろうな,-4
40,テンハフ来い,-4
41,アジア未経験の代表監督ならオラワクワクすっぞ,-4
42,インドネシアのサッカー熱は熱いとか聞いてたけど 代表関連でドネシア人がSNSやつべのコメント欄に出張する数は異常だった,-1
43,インドネシア代表はファンブロンクホルストでいいだろ 今何やってるのか知らんが,-4
1,ポルトガル代表FWクリスティアーノ・ロナウドには202425シーズン終了後にサウジアラビア1部アル・ナスルを退団する可能性が浮上一部ではJリーグクラブからのオファーも報じられている ロナウドとアル・ナスルの契約期間は2025年6月までだが同選手の去就を巡っては米メディアCNNが1月2日に彼はアル・ナスルでの将来について考えているとリポート サウジアラビア移籍後サウジアラビア1部リーグやAFC(アジアサッカー連盟)主催大会での優勝がないことからタイトルを求めて移籍する可能性があるという 退団報道が飛び交うなかロナウドのファンアカウントであるTCRは3日日本のクラブがロナウドに素晴らしいオファーを提示オファーにはクラブにとって高額な給与とワールドカップへの出場権が含まれているとリポート またFut Newsは日本のクラブがロナウドに接触とした上でおそらくFIFAクラブワールドカップやAFCチャンピオンズリーグエリートに参戦する可能性がある 浦和レッズヴィッセル神戸サンフレッチェ広島などが関心と伝えたただ同メディアのXアカウントのフォローが50未満であるだけに信憑性には疑問符が付く 一方欧州の移籍市場に詳しいファブリツィオ・ロマーノ記者が伝えたところによるとロナウド本人は自身の将来についてサウジアラビアで幸せだし 家族も満足しているなどとコメントアル・ナスルがより多くのタイトルを獲得できるように努力すると献身的な姿勢を見せたという 2014年に日本で開催されたイベントにてポルトガル語で質問した少年への神対応で話題を呼んだほか2023年にアル・ナスルの一員として再来日したロナウド2025年2月に40歳の誕生日を迎える大物選手のJリーグ参戦は実現するのだろうか,-4
