number,text,sentiment,sentiment_score,stance,stance_score
58,今年で楢崎抜いてGK1位の出場記録になるだろうからな 総合1位の遠藤ガチャは無理だが,NEUTRAL (0.068),0.068,強く反対 (0.274),0.274
59,今年から入れないのは単位が取れてないのか,NEGATIVE (0.707),0.707,強く反対 (0.277),0.277
60,スポーツ推薦だと退部できないでしょ,NEUTRAL (0.680),0.68,強く反対 (0.306),0.306
61,法政行った川崎も同い年だよな 西川の引退見据えて若手GK集めかね,POSITIVE (0.649),0.649,強く反対 (0.237),0.237
62,西川ももう限界で彩艶も海外へ旅立ったし ここで佐藤が来てくれるのは大きいな,POSITIVE (0.904),0.904,強く反対 (0.293),0.293
63,今年西川なら牲川残った意味が分からん 去年もオファーあったのに残ったみたいだし,NEUTRAL (0.945),0.945,強く賛成 (0.262),0.262
64,牲川からしたら勝負の年だな やっと環境が整った,POSITIVE (0.937),0.937,強く反対 (0.237),0.237
65,佐藤190か サイズだけ見たらザイオンとほぼ同じか,NEUTRAL (0.908),0.908,強く反対 (0.261),0.261
66,西川が今年で引退しなければ牲川か吉田放出確定か,NEUTRAL (0.529),0.529,強く反対 (0.246),0.246
67,西川は最後は大分に戻ると去年イベント参加した時大分サポに約束してる 引退しに戻るってことだろうから記録達成までは残るんだろうが,POSITIVE (0.432),0.432,強く反対 (0.241),0.241
68,天皇杯筑波大とやりたいね 面白そう て言うか西川放出して佐藤くん指定選手登録しちゃえよ,POSITIVE (0.813),0.813,強く反対 (0.274),0.274
69,佐藤はでかくて本当に良いGK 来シーズンは必ずスイッチして欲しいわ,POSITIVE (0.972),0.972,強く反対 (0.280),0.28
70,ブラジルのフォワードネイマールは現在アル・ヒラルでプレーしておりフランスリーグとサウジアラビアリーグの基準を比較しましたがその結果は後者に軍配が上がりました サウジアラビアリーグのレベルは上昇しており私が見る限りリーグ・1よりも高いですフランスのチャンピオンシップには良い点があります強いです私はこれをよく理解していますなぜなら私はそのリーグでプレーしてきたからですしかし今サウジ・プロリーグの選手たちはより強いです サウジアラビアは私を良い意味で驚かせました人々都市文化成長を続けている国です2034年にはワールドカップも開催される予定でこれは素晴らしいことになると信じていますとネイマールはCNNに語りました,POSITIVE (0.835),0.835,賛成 (0.280),0.28
71,自分が今いるとこだから,NEUTRAL (0.608),0.608,強く反対 (0.287),0.287
72,クリロナの真似か,NEUTRAL (0.909),0.909,強く反対 (0.257),0.257
73,いわゆるリップサービスだろ,NEUTRAL (0.895),0.895,強く反対 (0.258),0.258
74,こういう発言すれば金貰えたりするんじゃね,NEUTRAL (0.975),0.975,強く反対 (0.265),0.265
75,サウジは王族が支配する国だからな 色々察する,NEUTRAL (0.809),0.809,強く反対 (0.251),0.251
76,ロナウドはまだしもお前はほとんどプレーしてないだろうよ,NEGATIVE (0.865),0.865,強く反対 (0.271),0.271
77,これは案件だろな ネイマールさんほとんどプレーしてないじゃないですかw,NEUTRAL (0.126),0.126,強く反対 (0.291),0.291
78,クリロナは自己顕示欲強いからガチかと思ってたけど あれも案件だったのかもなw,NEUTRAL (0.618),0.618,強く反対 (0.265),0.265
79,サウジリーグの年俸ベスト3 クリロナ320億円 ベンゼマネイマール160億円,NEUTRAL (0.227),0.227,強く反対 (0.254),0.254
80,何でリーグアンばかり攻撃されてんだ 唯一のメガクラブPSGがカタールのチームだからか,NEUTRAL (0.568),0.568,強く反対 (0.253),0.253
81,そもそもネイマールはアル・ヒラルに移籍して以降故障の影響で国内リーグ2試合しか出てないんだからリーグのレベルをどうこう言うのはおかしい,NEGATIVE (0.866),0.866,強く賛成 (0.267),0.267
82,フランス代表ってリーグアンもいるじゃん PSGとかマルセイユとかニースとかに,NEUTRAL (0.400),0.4,強く反対 (0.260),0.26
83,アンの首位PSGがCLで現在25位という事でね,NEUTRAL (0.480),0.48,強く反対 (0.261),0.261
84,CLならブレストが7位じゃん,NEUTRAL (0.730),0.73,強く反対 (0.251),0.251
85,有力選手が集まってるからサウジの代表クラスでも試合に出場できない問題はあるみたいだけどその影響なのかW杯予選でも苦戦してるな,NEGATIVE (0.785),0.785,強く反対 (0.283),0.283
86,サウジアラビアってクリロナとネイマールのとこの2強じゃないの セルティックのとこみたいな感じだろ 全体でレベル高いか,NEUTRAL (0.848),0.848,強く反対 (0.285),0.285
87,その2つとベンゼマカンテのチーム フィルミーノマフレズのチームで4強 この4チームは王室の支援受けてる,POSITIVE (0.048),0.048,強く反対 (0.268),0.268
88,2019のアル・ヒラルは強かったな ACL1st見てレベルの違いに驚愕した 案の定2ndもボコられたしな埼スタのサポの熱気に圧倒されてミスらねえか期待したが甘くなかったな,NEUTRAL (0.096),0.096,強く反対 (0.270),0.27
89,2022年は浦和がアルヒラルに勝って優勝したし 2023年はアルヒラルはアルアイン(UAE)に負けたよな,NEUTRAL (0.553),0.553,賛成 (0.257),0.257
90,リアル廃課金って感じだけどいつまで続くかな,NEUTRAL (0.438),0.438,強く反対 (0.265),0.265
91,金積んでスター選手かき集めて豪華なリーグにした一方で かえって国内選手が出場機会奪われてサウジ代表弱くなるという本末転倒してるからなサウジ 34年に合わせてリーグの方向性少し考えてくんじゃないの,NEUTRAL (0.953),0.953,強く反対 (0.248),0.248
92,欧州の選手もやってるんだろうけど何故かこの手の発言は特にブラジル人選手に多い気がするわ,NEUTRAL (0.600),0.6,強く反対 (0.296),0.296
93,リーグ・アンはCLでも結構頑張ってるやろ,POSITIVE (0.573),0.573,強く反対 (0.288),0.288
94,でもリーグアンの今シーズンに限ったUEFAポイントは欧州7位なんだよな・・・ CLも対戦相手に恵まれただけで実際は弱いしリーグアンのレベルが低いのは間違いなさそう,NEUTRAL (0.930),0.93,強く反対 (0.277),0.277
95,負け惜しみにしか聞こえないのが哀しいね 全盛期に何もできなかったのがな ライバルメッシバルサでご奉公からブラジル代表での無活躍10番 金目当ての低レベルリーグ移籍 金しか残らないキャリアだわ,NEGATIVE (0.953),0.953,強く反対 (0.253),0.253
96,サウジリーグとリーグアンはPSGのメンバー見ても同じくらいっしょ どちらが上だろうが下だろうが最高にどうでも良いと思うよ,POSITIVE (0.495),0.495,賛成 (0.240),0.24
97,フランスはリヨンが強かった時が1番真っ当だった PSGがやり過ぎておかしくなった,NEUTRAL (0.316),0.316,強く反対 (0.247),0.247
98,そういうのはACLで無双してから言わないと 今でも強いは強いけど無双ではないよな,NEGATIVE (0.269),0.269,強く反対 (0.282),0.282
99,ネイマールはケガで長期療養だったから サウジの国民に少しでも反感を持たれないように ゴマをすってるのかもしれない スムーズに移籍したいんだろう,NEUTRAL (0.467),0.467,強く反対 (0.264),0.264
100,内容,NEUTRAL (0.874),0.874,強く反対 (0.249),0.249
1,Skyの現地ニュース番組でラッシュフォードがドルトムントにローンの可能性とカゼミロが退団希望で良いオファーがあればサウジの可能性ってあるがまぁあくまで噂やな,NEUTRAL (0.479),0.479,強く反対 (0.297),0.297
2,ドルトムントにローンて意味あんのか サンチョみたいにどうせ買い取らないで終わりだろ,NEGATIVE (0.798),0.798,強く反対 (0.264),0.264
3,サンチョとかマートセンは欲しかったけど高すぎてやめただけだろ,NEGATIVE (0.832),0.832,強く賛成 (0.247),0.247
4,ラッシュフォードなんて尚更高いだろ,POSITIVE (0.999),0.999,強く反対 (0.271),0.271
5,他のチームは着々と強化したり不要戦力放出したりの算段がついてきてるのに俺らは未だにラッシュが動かないと何もできないのかよ,NEGATIVE (0.816),0.816,強く反対 (0.266),0.266
6,ラッシュミラン行きそうなのか レオンいるのに思考回路がマジでよくわからん,NEGATIVE (0.960),0.96,強く反対 (0.282),0.282
7,ラッシュに手を挙げたのは今のところミランとドルか 絶対買い取りはしないやつらだな,NEUTRAL (0.489),0.489,強く反対 (0.281),0.281
8,イタリアの昇格クラブがラッシュを狙う,POSITIVE (0.132),0.132,強く反対 (0.238),0.238
9,ラファエルレオンがラッシュのインスタフォローし始めたの草 ミランか,NEUTRAL (0.749),0.749,強く反対 (0.273),0.273
10,ミランにラッシュの給料払えるんか,NEUTRAL (0.691),0.691,強く反対 (0.259),0.259
11,そんなんユナイテッド負担に決まってますやん どこの誰が不満分子で一刻も早く放出したい状態のチームに給料渡して引き取っていくんだ,NEGATIVE (0.666),0.666,賛成 (0.290),0.29
12,ラッシュマジで争奪戦になってるやん 噂になってる中ならコモかスパーズなら金払えるぞ ミランとかユベントスとかドルトムントみたいな貧乏クラブは相手にすんなよ,NEUTRAL (0.868),0.868,強く反対 (0.285),0.285
13,まぁネックの高額年俸を23割負担するだけで1シーズンお試し出来るならどこのビッグクラブもそら試したいやろなwww,POSITIVE (0.664),0.664,強く反対 (0.296),0.296
14,本人はドルトムントに興味なし 移籍するならミラン一択みたいな感じっぽいな 半年レンタルで何か変わるとも思ってないけどコンセイソンイブラと鬼教官の監視下でどこまで頑張れるか興味はある,POSITIVE (0.625),0.625,強く反対 (0.298),0.298
15,マクトミネイがセリエで無双できてるんだからラッシュは普通にゴール量産する気がする プレス緩ければまだドリブルできるでしょ,POSITIVE (0.662),0.662,強く反対 (0.246),0.246
16,何かクヴァラツヘリアが今冬にパリ行きが現実味増してきてるみたいだけど その後釜にナポリがラッシュを完全移籍で取るという神展開来ないですかねぇ・・・,POSITIVE (0.749),0.749,強く反対 (0.275),0.275
17,買い取りオプションローンの給与負担8割ユナイテッド持ちならあり得る,NEUTRAL (0.048),0.048,強く反対 (0.291),0.291
18,ナポリさんマーカスくんには興味ないそうです,NEUTRAL (0.234),0.234,強く反対 (0.314),0.314
19,ミランのオカフォーライプツィヒ行き決まった これでラッシュ動くか,POSITIVE (0.896),0.896,強く反対 (0.256),0.256
20,ラッシュはバス止めカウンターチームで前線に張ってるのか1番活躍出来そうなんだけどな 守備のリスクも減るし,POSITIVE (0.495),0.495,強く反対 (0.285),0.285
21,ミラノダービー見たけど今のミラン結構前からいく感じだったけどハマるかね あとレオンはイメージよりずっと守備してた,NEUTRAL (0.078),0.078,強く賛成 (0.267),0.267
22,ラッシュがCFできるとミランサポ言っててくさ,NEUTRAL (0.129),0.129,強く反対 (0.251),0.251
23,ミランユニくっそ似合いそう,POSITIVE (0.629),0.629,強く反対 (0.272),0.272
24,新チームで半年くらいなら守備するやろ,POSITIVE (0.268),0.268,強く反対 (0.256),0.256
25,プレミアだと通用しなくてもセリエだと活躍する脳筋は多いから普通に活躍するやろ,POSITIVE (0.808),0.808,強く反対 (0.336),0.336
